symbol,sector,fullTimeEmployees,trailingAnnualDividendYield,payoutRatio,averageDailyVolume10Day,trailingAnnualDividendRate,averageVolume10days,dividendRate,beta,priceHint,trailingPE,regularMarketVolume,marketCap,averageVolume,priceToSalesTrailing12Months,forwardPE,fiveYearAvgDividendYield,dividendYield,enterpriseToRevenue,profitMargins,enterpriseToEbitda,forwardEps,bookValue,sharesPercentSharesOut,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,priceToBook,heldPercentInsiders,shortRatio,enterpriseValue,earningsQuarterlyGrowth,pegRatio,shortPercentOfFloat,increment
NVGS,Energy,83,0.0,0.0,77400,0.0,77400,0.0,2.46533,2,0.0,29308,592596224,122896,1.8452606,7.5177307,0.0,0.0,4.338,-0.02059,12.652,1.41,16.755,0.0005,0.66162,-6612000,-0.12,0.0,0.63264704,0.44362,0.25,1393175552,0.0,13.72,0.0008,0.03718200631235334
NVIV,Healthcare,6,0.0,0.0,4891580,0.0,4891580,0.0,1.7091,4,0.0,3303139,39995396,6153755,0,-0.10833333,0.0,0.0,0.0,0.0,-2.378,-10.8,0.812,0.1017,0.07089,-9074000,-1.315,0.0,1.4408867,0.12349,0.58,21522364,0.0,0.0,0.1017,-0.23529413139668878
NVMI,Technology,713,0.0,0.0,123140,0.0,123140,0.0,1.089382,2,51.303032,111860,2386842112,147647,8.859976,28.597973,0.0,0.0,7.979,0.17783001,33.613,2.96,13.186,0.0226,0.82626,47907000,1.65,0.0,6.4196877,0.00494,3.76,2149469440,0.103,1.87,0.0226,0.0
NVMZ,0,0,0.0,0.0,80,0.0,80,0.0,0.0,2,0.0,0,0,1433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.013190716334057754
NVO,Healthcare,44723,0.017279256,0.4738,942680,1.227,942680,1.9,0.290496,2,29.281073,606658,166039126016,1099628,0,21.583832,2.47,0.026700001,0.0,0.33194,0.0,3.34,3.077,0.002,0.08044,0,2.462,0.0,23.428663,8.0000005e-05,3.7,166708117504,0.069,102.36,0.0,-0.026862924459727034
NVOS,Healthcare,73,0.0,0.0,110400,0.0,110400,0.0,-0.269943,4,0.0,90801,97551704,2768457,13.063567,0.0,0.0,0.0,13.357,-0.74972,-31.86,0.0,1.24,0.0095999995,0.0,-5598504,-0.24,0.0,3.3064516,0.0,0.14,99743824,0.0,0.0,0.0402,-0.2130518474831327
NVQ,0,0,0.0,0.0,740,0.0,740,0.0,0.0,2,0.0,497,0,771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.03927524814033191
NVR,Consumer Cyclical,6100,0.0,0.0,22800,0.0,22800,0.0,1.005958,2,20.295729,16913,17192030208,25042,2.273239,13.181997,0.0,0.0,2.127,0.119169995,13.805,354.29,839.672,0.0128,0.84669,901248000,230.11,0.0,5.561993,0.053969998,1.78,16083539968,0.191,2.79,0.016,-0.007480728485356389
NVRO,Healthcare,843,0.0,0.0,488500,0.0,488500,0.0,0.997291,2,0.0,388995,5316922880,417159,14.685685,-117.221375,0.0,0.0,13.504,-0.22943,-84.209,-1.31,11.233,0.091000006,1.07915,-83065000,-2.466,0.0,13.670435,0.01985,8.73,4889027072,0.0,-3.2,0.104399994,-0.11848449914600707
NVS,Healthcare,105794,0.040413648,0.8771,1725460,3.4,1725460,3.2,0.481641,2,24.230114,2311242,192641122304,2046594,3.8712494,12.561119,3.42,0.038,4.352,0.16221,12.54,6.79,25.079,0.003,0.1008,8072000000,3.52,0.0,3.4008532,3.0000001e-05,2.94,216579440640,0.861,1.85,0.0,0.0012928250538281514
NVSAU,Financial Services,0,0.0,0.0,481880,0.0,481880,0.0,0.0,2,0.0,367153,0,1393677,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0,0.0,0.0,0.0,-0.11179573437248018
NVST,Healthcare,12400,0.0,0.0,1268040,0.0,1268040,0.0,0.0,2,26.051313,763841,6664214016,1425815,2.9203393,22.381721,0.0,0.0,3.399,0.01459,22.457,1.86,22.125,0.055999998,1.1226001,33300000,1.598,0.0,1.881582,0.0021600001,4.95,7756528640,0.932,-6.2,0.070300005,0.08666143502513309
NVT,Industrials,8800,0.023785252,0.0,1561820,0.7,1561820,0.7,1.537394,2,0.0,944565,5033687552,1682977,2.518607,16.35519,0.0,0.024600001,2.957,-0.02362,15.932,1.83,14.329,0.0117,0.89747,-47200000,-0.28,0.0,2.0887709,0.00659,0.84,5909088768,0.035,4.41,0.0117999995,0.18864177690353845
NVTA,Healthcare,2100,0.0,0.0,7997160,0.0,7997160,0.0,2.033044,2,0.0,3328945,8444365824,5015449,30.201809,-25.258821,0.0,0.0,30.377,-2.1536999,-22.809,-1.7,10.632,0.1377,0.73304003,-602169984,-4.474,0.0,4.0387506,0.00896,6.84,8493322240,0.0,-3.23,0.1381,-0.14835382415470633
NWBI,Financial Services,2318,0.049575996,1.2258,699500,0.76,699500,0.76,0.656013,2,24.435484,886984,1923277312,662535,4.3709064,15.0,4.52,0.0496,3.737,0.17011999,0.0,1.01,12.114,0.019299999,0.65746003,74854000,0.62,0.0,1.250619,0.053000003,3.62,1644282240,0.37,1.96,0.025999999,0.08914448488285644
NWE,Utilities,1530,0.038022816,0.7843,272460,2.4,272460,2.48,0.424702,2,20.931374,318236,3242281728,318600,2.7048995,17.310812,3.59,0.039300002,4.729,0.12949,13.652,3.7,41.099,0.0185,0.98723,155215008,3.06,0.0,1.5584322,0.012250001,2.96,5668857344,-0.107,3.45,0.024500001,0.10347359423528653
NWFL,Financial Services,257,0.03565125,0.47849998,19940,1.01,19940,1.04,0.551462,2,13.258373,18831,227944400,13716,4.3166385,0.0,3.3,0.0367,4.273,0.28557,0.0,0.0,23.792,0.0069,0.19940001,15080000,2.09,0.0,1.1646771,0.045479998,3.64,225628528,0.533,0.0,0.0078,0.14646251539116706
NWG,Financial Services,59822,0.0,0.0,1749160,0.0,1749160,0.08,1.595572,2,0.0,1301179,31983312896,1435447,0,0.0,0.0,0.015700001,0.0,-0.046880003,0.0,0.0,0.0,0.0001,0.00416,0,0.0,0.0,0.0,0.0,0.41,31918190592,0.0,0.0,0.0,0.05189615572187432
NWHM,Consumer Cyclical,209,0.0,0.0,77200,0.0,77200,0.0,2.576923,2,0.0,64008,106444080,80659,0.20977882,42.071426,0.0,0.0,0.487,-0.06468,55.168,0.14,10.895,0.0039,0.60805,-32819000,-1.76,0.0,0.5406149,0.22229,0.91,247209952,0.0,0.0,0.0061000003,0.1392649476917946
NWL,Consumer Defensive,31000,0.036220472,0.0,2517460,0.92,2517460,0.92,0.986457,2,0.0,2627477,11082059776,3106381,1.1808268,14.500001,3.81,0.036199998,1.72,-0.082040004,13.262,1.8,9.128,0.020399999,0.89207,-770000000,-1.82,0.0,2.859334,0.00803,2.33,16139839488,-0.84,7.27,0.0305,0.0834074399918166
NWLI,Financial Services,353,0.0015387904,0.0134000005,7000,0.36,7000,0.36,1.166305,2,9.084396,7446,862209472,6422,1.2250199,0.0,0.14,0.0015,0.49,0.13485,2.709,0.0,609.246,0.0073,0.88778996,94909000,26.103,0.0,0.38921884,0.34530997,4.57,344572864,-0.458,0.0,0.0093,0.17101236979166667
NWN,Utilities,1216,0.035945132,0.8315,242040,1.913,242040,1.92,0.452871,2,21.54795,309507,1657352832,370544,2.1421711,20.747128,3.14,0.0361,3.837,0.09924,11.098,2.61,29.054,0.038900003,0.74977,70273000,2.513,0.0,1.863771,0.0091,2.66,2968858880,0.417,5.45,0.0504,0.10781506429224139
NWPX,Industrials,956,0.0,0.0,49100,0.0,49100,0.0,0.815817,2,17.424871,34748,330058272,43605,1.1544253,13.670732,0.0,0.0,1.181,0.06663,8.161,2.46,27.498,0.0145000005,0.86087,19050000,1.93,0.0,1.2229981,0.028110001,3.94,337564192,-0.565,1.72,0.0149,0.020018192992897744
NWS,Communication Services,23500,0.008022463,0.0,595880,0.2,595880,0.2,1.638136,2,0.0,530646,15099049984,845672,1.7315425,0.0,1.46,0.0082,1.914,-0.098850004,17.062,0.0,13.765,0.0018000001,0.32924,-862000000,-1.464,0.1,1.795859,0.39437,1.4,16686727168,1.718,0.0,0.0089,0.10307895946769227
NWSA,Communication Services,23500,0.0076306756,0.0,4686460,0.2,4686460,0.2,1.638136,2,0.0,3511123,15169231872,3405037,1.7395908,45.017242,1.49,0.0078,2.0,-0.098850004,17.835,0.58,13.765,0.0115,0.97182,-862000000,-1.464,0.1,1.8968399,0.00592,1.69,17442852864,1.718,0.75,0.0175,0.16044447157118055
NX,Industrials,3767,0.011834319,0.22700001,398840,0.32,398840,0.32,1.659804,2,18.97236,208223,900548160,206906,1.0174271,15.654971,1.31,0.0117999995,1.16,0.05235,9.22,1.71,11.4,0.0332,1.0389199,46338000,1.411,0.0,2.3482456,0.01773,6.64,1026970688,784.2,1.13,0.0395,0.09456227109355156
NXC,Financial Services,0,0.03318556,0.705,5740,0.524,5740,0.52,0.270314,2,26.755854,8790,101655840,6635,27.685854,0.0,3.68,0.0332,27.647,1.03499,0.0,0.0,15.787,0.0004,0.15685001,3800254,0.598,0.044,1.0134921,0.0,0.46,101511496,-0.187,0.0,0.0004,0.011626774642882618
NXE,Energy,42,0.0,0.0,1979740,0.0,1979740,0.0,1.912475,4,0.0,3377049,1738241792,1850125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.030199999,0.23034,0,-0.099,0.0,12.467106,0.14930001,4.83,1372094336,0.0,0.0,0.0,-0.023195914931270316
NXGN,Healthcare,2754,0.0,0.0,280200,0.0,280200,0.0,1.157638,2,243.90244,251367,1340051968,372094,2.4408295,20.0,0.0,0.0,2.407,0.01066,41.901,1.0,6.354,0.0202,0.79792,5853000,0.082,0.0,3.1476235,0.18942,3.13,1321217024,-0.895,3.71,0.035,0.05318590000290271
NXJ,Financial Services,0,0.045416374,3.7647,45460,0.649,45460,0.7,0.19014,2,84.55621,46137,592790656,71447,14.659398,-357.25,5.1,0.049099997,23.042,0.17363001,0.0,-0.04,16.264,0.0001,0.13336,7021294,0.169,0.059,0.87862766,0.0,0.05,931747904,0.0,0.0,0.0001,0.004808669163642011
NXN,Financial Services,0,0.03262912,1.6929,1760,0.474,1760,0.44,0.186348,2,50.283688,6100,55655084,4986,26.302944,0.0,3.8,0.0306,26.169,0.52292997,0.0,0.0,14.222,0.0005,0.105620004,1106482,0.282,0.0,0.9970468,0.0,0.44,55371976,-0.169,0.0,0.0005,0.04538251904372805
NXP,Financial Services,0,0.032212388,0.9254,21680,0.546,21680,0.55,0.179848,2,30.496574,77665,295280896,31476,29.06817,0.0,3.64,0.0322,29.01,0.95302004,0.0,0.0,16.127,0.0011,0.09932999,9680970,0.584,0.0,1.104359,0.0,0.48,294690464,-0.264,0.0,0.0011,0.019891087905278788
NXPI,Technology,29000,0.008175723,8.333301,2873460,1.5,2873460,2.25,1.48754,2,1110.6111,12106497,55376670720,2683210,6.430176,19.277725,0.0,0.0123000005,6.575,0.00604,23.842,10.37,31.889,0.0126,0.95665,52000000,0.18,0.0,6.268933,0.00482,1.14,56624693248,1.711,1.12,0.0127,0.046551830600706584
NXQ,Financial Services,0,0.031460673,0.8556,36340,0.504,36340,0.5,0.148429,2,29.34066,14919,283773472,31296,28.25054,0.0,3.58,0.0315,28.23,0.96325994,0.0,0.0,15.412,0.0007,0.16211,9675790,0.546,0.0,1.0394498,0.0,0.38,283566944,-0.164,0.0,0.0007,0.005706443094763212
NXR,Financial Services,0,0.0318876,0.8156,22720,0.522,22720,0.52,0.080173,2,25.517775,12740,215382864,23332,26.502752,0.0,3.47,0.0319,26.365,1.03861,0.0,0.0,16.615,0.0015,0.12982,8440598,0.647,0.0,0.9936804,0.0,1.1,214266880,-0.343,0.0,0.0015,-0.048600014552383414
NXRT,Real Estate,3,0.028283946,0.7349,171800,1.279,171800,1.36,0.963163,2,26.62069,144745,1161145088,142196,5.669654,-46.32,3.39,0.030199999,12.212,0.21493,26.058,-1.0,16.306,0.019199999,0.82077,44018000,1.74,0.0,2.8406723,0.102460004,3.47,2500918528,0.0,-7.53,0.027,0.12525930521724182
NXST,Communication Services,11086,0.014399589,0.129,481720,2.24,481720,2.8,1.842903,2,9.06563,378465,6831757312,467974,1.5177402,6.846522,1.83,0.018,3.255,0.18027,7.972,23.0,58.22,0.0587,1.04051,811441024,17.37,0.7,2.7047405,0.03524,4.56,14650781696,2.217,0.12,0.061,0.26360133004428193
NXTC,Healthcare,90,0.0,0.0,210340,0.0,210340,0.0,0.0,2,0.0,108150,347482752,297444,15.527873,-4.512545,0.0,0.0,3.115,-1.6356701,-1.844,-2.79,10.654,0.0575,0.74894994,-36603000,-1.329,0.0,1.1817157,0.14333001,7.27,69716352,0.0,0.15,0.0614,-0.05622188841238535
NXTD,Industrials,30,0.0,0.0,14788580,0.0,14788580,0.0,2.022751,4,0.0,5466048,80496552,34263181,6.2446156,86.5,0.0,0.0,5.225,-0.06241,33.351,0.02,0.213,0.0287,0.12895,-904460,-0.029,0.0,8.122066,0.15874,0.05,67348928,0.0,0.0,0.0301,-0.3496240739656869
NYC,Real Estate,0,0.0,0.0,34820,0.0,34820,0.4,0.0,2,0.0,50078,115224304,32845,1.6150072,0.0,0.0,0.0437,7.468,-0.43495,26.903,0.0,0.0,0.0004,0.02516,-31032000,0.0,0.0,0.0,0.0,0.26,532796224,0.0,0.0,0.0,-0.09090905587972992
NYCB,Financial Services,2948,0.054530874,0.6667,4637020,0.68,4637020,0.68,1.078548,2,12.333333,4843048,5858505728,4190050,5.330789,10.227642,5.88,0.0545,18.893,0.46507,0.0,1.23,13.664,0.0444,0.60699004,472483008,1.02,0.0,0.92066747,0.03413,4.28,20763803648,0.875,-0.48,0.059499998,0.09012131414998983
NYF,0,0,0.0,0.0,15620,0.0,15620,0.0,0.0,2,0.0,24324,0,21471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.005156601454074316
NYMT,Real Estate,56,0.04802561,0.0,4358160,0.225,4358160,0.4,2.004333,4,0.0,5115806,1781569408,3485516,-8.66004,7.957628,15.65,0.0868,-20.671,0.0,0.0,0.59,4.756,0.024500001,0.54322,-329696000,-0.889,0.1,0.9871741,0.00653,2.73,4252594176,0.228,1.29,0.028299998,0.14792175953604328
NYMTM,Real Estate,56,0.0,0.0,13940,0.0,13940,1.97,2.004333,2,0.0,3834,0,29259,0,0.0,0.0,0.0801,-57.497,0.0,0.0,0.0,0.0,0.0,0.13834,-329696000,0.0,0.0,0.0,0.0,0.36,11828526080,0.228,0.0,0.0,0.03625635055846639
NYMTN,Real Estate,56,0.0090543255,0.0,14920,0.225,14920,2.0,2.004333,2,0.0,12282,1306672768,16066,-6.351612,0.0,0.0,0.0809,-57.553,0.0,0.0,0.0,4.756,0.0,0.24254,-329696000,-0.889,0.0,5.1892347,0.0,0.28,11839909888,0.228,0.0,0.0,0.03048014693034745
NYMTO,Real Estate,56,0.009131493,0.0,10460,0.225,10460,2.46,2.004333,2,0.0,10288,1283037952,13538,-6.236726,0.0,8.84,0.1,-57.368,0.0,0.0,0.0,4.756,0.0,0.01041,-329696000,-0.889,0.0,5.1661057,0.0,0.44,11801963520,0.228,0.0,0.0,0.02374998728434245
NYMTP,Real Estate,56,0.009221312,0.0,2960,0.225,2960,1.94,2.004333,2,0.0,4273,1295304192,6894,-6.2963505,0.0,8.38,0.079,-57.276,0.0,0.0,0.0,4.756,0.0,0.13397999,-329696000,-0.889,0.0,5.157696,0.0,0.87,11782990848,0.228,0.0,0.0,0.020382685210368488
NYMX,Healthcare,0,0.0,0.0,125680,0.0,125680,0.0,1.493499,4,0.0,1121249,204609680,179325,6600.3125,0.0,0.0,0.0,6430.113,0.0,-15.483,0.0,0.05,0.049099997,0.06798,-12398000,-0.172,0.0,53.0,0.43563998,17.32,199333504,0.0,0.0,0.0849,-0.17701861123548285
NYT,Communication Services,4700,0.004734662,0.4,1264880,0.24,1264880,0.28,0.82611,2,83.46667,2463651,8346182656,1616515,4.756638,40.715446,0.77,0.0055,4.476,0.05705,35.404,1.23,7.927,0.080299996,0.95322996,100103000,0.6,0.0,6.317649,0.11524,6.46,7854508544,-0.853,2.56,0.082100004,-0.017846633015436916
NYV,Financial Services,0,0.04215216,1.0779,840,0.615,840,0.34,0.222101,2,44.07855,7,34280812,2681,27.387053,0.0,3.63,0.0234,26.561,0.62223,0.0,0.0,15.888,0.0007,0.26376,778860,0.331,0.029,0.91830313,0.0,0.58,33246768,0.0,0.0,0.0007,-0.008878789694718925
NZF,Financial Services,0,0.04737172,8.411099,154500,0.757,154500,0.79,0.303358,2,197.77779,139699,2276858624,211422,14.197625,0.0,5.45,0.0496,22.802,0.07191,0.0,0.0,15.957,0.0005,0.1042,11533095,0.081,0.0,1.0039482,1.0000001e-05,0.3,3656687360,0.626,0.0,0.0005,0.003479642309329801
O,Real Estate,208,0.044509776,2.457,3208820,2.801,3208820,2.81,0.72156,2,56.070175,3167089,23867152384,3065505,14.450709,41.506493,4.24,0.044699997,19.203,0.23945,21.142,1.54,30.405,0.028299998,0.75601,395486016,1.14,0.0,2.1022856,0.00162,3.82,31716882432,-0.088,7.9,0.037100002,0.050332615110854365
OACB,Financial Services,0,0.0,0.0,155760,0.0,155760,0.0,0.0,2,0.0,30083,316562496,197605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.00266,0,0.0,0.0,0.0,0.0,0.38,314562496,0.0,0.0,0.0,-0.07488581818333837
OAS,Energy,432,0.00625,0.0,196580,0.375,196580,1.5,0.0,2,0.0,238923,1229094912,207635,1.1910331,-139.02272,0.0,0.0251,1.966,0.0,3.626,-0.44,45.585,0.0025,0.10059,-3690240000,-13.05,0.375,1.3418888,0.0038800002,0.21,2028533888,0.0,-0.08,0.0,0.18411508093455853
OBAS,Real Estate,11,0.0,0.0,380,0.0,380,0.0,0.017334,2,9.606987,520,56161488,369,3.6277688,0.0,0.0,0.0,11.257,0.38369998,16.674,0.0,11.654,0.0,0.00759,5940000,1.145,0.0,0.9438819,0.81599,0.0,174272000,0.0,0.0,0.0,0.05263159816014775
OBCI,Industrials,149,0.0032,0.0404,26640,0.04,26640,0.12,0.356446,2,12.969697,38301,121493368,44206,2.3179834,0.0,0.0,0.0095999995,2.281,0.17906,9.012,0.0,4.116,0.0070999996,0.11215,9385353,0.99,0.0,3.1195335,0.69302005,1.02,119556296,3.141,0.0,0.0186,0.3017554925978015
OBLG,Technology,99,0.0,0.0,162120,0.0,162120,0.0,0.0,4,0.0,440037,110199344,292449,6.5462365,0.0,0.0,0.0,1.969,-0.84626,-4.137,0.0,0.0,0.0047999998,0.075,-14262000,0.0,0.0,0.0,0.47625,0.26,33144066,0.0,0.0,0.0050999997,-0.20537431167504197
OBLN,Healthcare,0,0.0,0.0,3209120,0.0,3209120,0.0,0.0,4,0.0,654995,28440762,10351537,17.9098,-13.555555,0.0,0.0,22.42,0.0,-3.456,-0.27,0.6,0.0431,0.44307,-12334000,-1.594,0.0,6.1,0.03916,0.23,35603260,0.0,0.0,0.0523,-0.15473437636966797
OBNK,Financial Services,749,0.008701658,0.24350001,111820,0.378,111820,0.4,1.11269,2,27.63226,52856,1006941888,68977,5.129921,15.862964,0.0,0.0092,9.211,0.18521999,0.0,2.7,27.531,0.0093,0.50862,36357000,1.55,0.0,1.5557009,0.07339,3.48,1808080384,0.368,0.0,0.0114,0.26641047361125053
OBOR,0,0,0.0,0.0,1420,0.0,1420,0.0,0.0,2,0.0,5974,0,2313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.011841531264632166
OBSV,Healthcare,42,0.0,0.0,1978820,0.0,1978820,0.0,0.834187,4,0.0,1669351,267683360,6434052,15746.08,-4.345238,0.0,0.0,12378.595,0.0,-2.644,-0.84,0.145,0.0346,0.48494998,-82966000,-1.67,0.0,25.172415,0.055419996,0.44,210436112,0.0,0.0,0.0437,-0.2772277311862254
OC,Industrials,19000,0.0111350985,0.0,821780,0.98,821780,1.04,1.556338,2,0.0,945062,9527280640,942103,1.3504295,12.879433,1.4,0.0121,1.722,-0.05429,9.034,7.05,36.941,0.0229,0.97391,-383000000,-3.53,0.26,2.4579735,0.018129999,2.69,12150316032,2.178,1.55,0.026099999,0.07072022760772934
OCA,Financial Services,0,0.0,0.0,184160,0.0,184160,0.0,0.0,2,0.0,28802,258124992,176728,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0,0.0,0.0,0.0,0.0,0.47,87475000,0.0,0.0,0.0,-0.03567983506676134
OCAXU,Financial Services,0,0.0,0.0,211040,0.0,211040,0.0,0.0,2,0.0,370381,0,128973,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02,32906860,0.0,0.0,0.0,-0.03444972854047946
OCC,Technology,317,0.005405405,0.0,7980,0.02,7980,0.0,0.615926,4,0.0,36026,29466230,140003,0.5330611,0.0,0.0,0.0,0.814,-0.110740006,-10.956,0.0,2.025,0.0027,0.13926,-6121224,-0.832,0.02,1.9308641,0.36056,0.3,44986372,0.0,0.0,0.0041,-0.02005010614407067
OCCI,Financial Services,0,0.12395208,0.0,52380,2.07,52380,2.12,1.972239,2,0.0,70745,62844636,45294,5.6767406,7.971429,0.0,0.1276,6.674,-0.33214,0.0,2.1,11.583,0.0022,0.09467,-3676942,-1.027,0.52,1.4452214,0.23187,0.24,73884576,0.0,0.0,0.0026,0.12348994628829306
OCCIP,Financial Services,0,0.08230616,0.0,2080,2.07,2080,1.72,1.972239,2,0.0,6667,44855748,1877,4.051809,0.0,0.0,0.0684,9.426,-0.33214,0.0,0.0,11.583,0.0,0.20483999,-3676942,-1.027,0.0,2.1756022,0.0,0.61,104356016,0.0,0.0,0.0014,0.0037225392458196263
OCDX,Healthcare,4500,0.0,0.0,1061520,0.0,1061520,0.0,0.0,2,0.0,1363879,4132174848,2292412,2.397827,0.0,0.0,0.0,3.573,-0.0983,16.933,0.0,0.0,0.0025,0.0,-169400000,0.0,0.0,0.0,0.0,0.21,6156682752,0.0,0.0,0.0064,0.05181649103307631
OCFC,Financial Services,949,0.027254509,0.6667,320820,0.68,320820,0.68,0.963163,2,24.107843,374297,1473329536,323576,4.4990873,13.437159,2.78,0.0273,1.796,0.19332,0.0,1.83,24.736,0.0128999995,0.68805003,61212000,1.02,0.17,0.99409765,0.02645,1.82,588251584,0.41,1.22,0.013300001,0.1528363919616656
OCFCP,Financial Services,949,0.0,0.0,3340,0.0,3340,1.75,0.963163,2,0.0,5819,0,2393,0,0.0,0.0,0.0641,2.31,0.19332,0.0,0.0,0.0,0.0,0.0,61212000,0.0,0.0,0.0,0.0,0.22,756614976,0.41,0.0,0.0,0.0018281256439916741
OCFT,Technology,0,0.0,0.0,343000,0.0,343000,0.0,0.0,2,0.0,223788,6610398208,549011,0,-32.596157,0.0,0.0,0.0,-0.40866002,0.0,-0.52,0.0,0.0088,0.13951999,0,0.0,0.0,0.0,0.0025600002,5.67,6247906816,0.0,-32.18,0.0,-0.1512267728720192
OCG,Consumer Cyclical,49,0.0,0.0,1175440,0.0,1175440,0.0,0.0,2,0.0,45969560,188371504,1852852,23.354109,0.0,0.0,0.0,16.184,0.39564,42.613,0.0,0.0,0.0008,0.18747999,3191168,0.0,0.0,0.0,0.30239,0.01,130539008,-0.94,0.0,0.0016,0.8199608508305039
OCGN,Healthcare,16,0.0,0.0,41056080,0.0,41056080,0.0,0.0,2,0.0,46358573,1861536512,94192106,43677.535,0.0,0.0,0.0,37647.51,0.0,-118.215,0.0,0.0,0.0661,0.13125,-18195914,0.0,0.0,0.0,0.03264,0.12,1604536960,0.0,0.0,0.068,-0.03602734398650333
OCIO,0,0,0.0,0.0,380,0.0,380,0.0,0.0,2,0.0,648,0,359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0024863278450920016
OCN,Financial Services,5000,0.0,0.0,38780,0.0,38780,0.0,1.659804,2,0.0,121546,266453296,75379,0.2772921,235.92308,0.0,0.0,9.654,-0.041810002,21.086,0.13,47.811,0.0195,0.51553,-40178000,-4.592,0.0,0.64148414,0.09119,2.13,9276241920,0.0,-36.81,0.022,0.04497443535495173
OCSI,Financial Services,0,0.063510396,2.3913,71460,0.55,71460,0.55,0.990249,2,38.57778,275025,255771840,54749,6.9281673,17.01961,8.72,0.0635,13.406,0.17961,0.0,0.51,9.381,0.0005,0.37397,6630922,0.225,0.0,0.92527455,0.22974001,0.23,494923456,1.288,-4.52,0.0007,0.06112469209611544
OCSL,Financial Services,0,0.0645933,0.6328,747360,0.405,747360,0.48,1.477789,2,9.829458,1143921,893692736,599338,5.943015,10.931035,9.4,0.0766,10.337,0.60465,0.0,0.58,6.845,0.0097,0.56149,90925000,0.645,0.0,0.9262236,0.13423,1.83,1554416256,3.735,1.85,0.0138,0.057791659672239135
OCTZ,0,0,0.0,0.0,120,0.0,120,0.0,0.0,2,0.0,2290,0,525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.013785675417290038
OCUL,Healthcare,181,0.0,0.0,1258820,0.0,1258820,0.0,2.186348,2,0.0,870370,1519872512,1061569,87.33394,-117.52941,0.0,0.0,81.347,0.0,-23.566,-0.17,1.001,0.0674,0.55422,-155636000,-2.562,0.0,19.96004,0.046609998,4.88,1415673984,0.0,0.0,0.0752,0.039542156921606675
OCUP,Healthcare,5,0.0,0.0,85080,0.0,85080,0.0,0.0,2,0.0,3891692,91592560,96774,0,0.0,0.0,0.0,0.0,0.0,-7.95,0.0,0.0,0.0017,0.07509,-24620000,0.0,0.0,0.0,0.03862,0.18,75193400,0.0,0.0,0.0,-0.2719374502345243
OCX,,33,0.0,0.0,1058760,0.0,1058760,0.0,1.953412,4,0.0,549912,440297760,1563538,617.52844,-13.805554,0.0,0.0,449.649,0.0,-10.521,-0.36,0.515,0.0224,0.46265998,-31577000,-0.507,0.0,9.650485,0.15728,1.29,320600064,0.0,0.0,0.0271,-0.21608838003529499
ODC,Basic Materials,803,0.027255887,0.3727,23860,1.03,23860,1.04,0.553629,2,15.302476,15688,280030272,16627,0.960004,0.0,2.62,0.0275,0.844,0.06451,10.651,0.0,21.519,0.0073,0.70407,17866000,2.463,0.0,1.7514755,0.03629,4.03,246151968,-0.11,0.0,0.014199999,0.07932418679869976
ODFL,Industrials,19779,0.0025661862,0.1062,629620,0.6,629620,0.8,1.008125,2,40.84331,509489,27128215552,680698,6.756499,28.291464,0.0,0.0034,6.679,0.16754,22.956,8.2,28.416,0.0097,0.73726,672681984,5.68,0.0,8.1640625,0.12655,1.73,26815592448,0.318,1.83,0.0117999995,0.07679651327416831
ODP,Consumer Cyclical,37000,0.0062468764,0.4,471640,0.25,471640,0.0,2.334777,2,0.0,210324,2120101504,631401,0.21834207,9.430953,0.0,0.0,0.32,-0.03285,7.087,4.2,35.678,0.0715,0.94407,-319000000,-6.05,0.0,1.1102079,0.018339999,7.27,3104103168,-0.673,0.81,0.0996,-0.11977776421440972
